name,misspellings
Edena,"['Ddena', 'Edrna', 'Eeena', 'Edema', 'Edenz']"
Ekewaka,"['Ekrwaka', 'Ekewakz', 'Ekewzka', 'Ekewska', 'Ekewakw']"
Eleu,"['Rleu', 'Rleu', 'Elru', 'Dleu', 'Ekeu']"
Haleakala,"['Haleaiala', 'Haleakapa', 'Haleakalq', 'Haleakapa', 'Yaleakala']"
Hali'a,"[""Yali'a"", ""Hwli'a"", ""Hsli'a"", ""Yali'a"", ""Hali'z""]"
Hanohano,"['Hanohzno', 'Hahohano', 'Hqnohano', 'Hanogano', 'Yanohano']"
Haoa,"['Hapa', 'Haia', 'Haia', 'Hala', 'Haos']"
Hauoli,"['Hquoli', 'Haulli', 'Hauili', 'Nauoli', 'Hajoli']"
Havika,"['Havkka', 'Habika', 'Havila', 'Javika', 'Gavika']"
Heiau,"['Hdiau', 'Hdiau', 'Heiaj', 'Hdiau', 'Geiau']"
Hema,"['Heja', 'Heja', 'Nema', 'Bema', 'Heja']"
He pohaku,"['Hd pohaku', 'He pihaku', 'He pohsku', 'He oohaku', 'He pohalu']"
Hiapo,"['Hiwpo', 'Hiwpo', 'Hiapi', 'Hkapo', 'Hispo']"
Hoomana,"['Hookana', 'Hoojana', 'Hookana', 'Hoomama', 'Hoojana']"
Ikaika,"['Imaika', 'Ikzika', 'Ikaima', 'Ikaiks', 'Ikaila']"
Iki,"['Ikk', 'Imi', 'Oki', 'Uki', 'Iku']"
Inoa,"['Ihoa', 'Inoq', 'Onoa', 'Inos', 'Inla']"
Iokepa,"['Iokepw', 'Uokepa', 'Ioiepa', 'Iokeps', 'Iokwpa']"
Iolana,"['Iolanq', 'Iolsna', 'Iolwna', 'Iplana', 'Kolana']"
Iolani,"['Iolabi', 'Iolank', 'Iolzni', 'Iolzni', 'Iopani']"
Io lani,"['Ii lani', 'Oo lani', 'Ii lani', 'Ip lani', 'Ip lani']"
Ionakana,"['Ionakaba', 'Ionzkana', 'Konakana', 'Ipnakana', 'Ionakaba']"
Ka'ahumanu,"[""Ka'ahymanu"", ""Ka'ahumanj"", ""Ka'zhumanu"", ""Ka'ahumanu"", ""Ka'ahumanj""]"
Ka'eo,"[""Kz'eo"", ""Ma'eo"", ""Ia'eo"", ""Kq'eo"", ""Ka'do""]"
Kahale,"['Kzhale', 'Kanale', 'Kagale', 'Kahzle', 'Kagale']"
Kahika,"['Kahija', 'Kqhika', 'Kshika', 'Mahika', 'Iahika']"
Ka Hiwa,"['Ka Hiwz', 'Ka Hiqa', 'Ma Hiwa', 'Ka Hiwq', 'Kw Hiwa']"
Kaholo,"['Kaholp', 'Kahilo', 'Kajolo', 'Ksholo', 'Kahilo']"
Kai,"['Ksi', 'Kzi', 'Lai', 'Kwi', 'Kao']"
Kaia,"['Kaka', 'Iaia', 'Kaiz', 'Laia', 'Kzia']"
Kailani,"['Kailabi', 'Kailqni', 'Ksilani', 'Kaolani', 'Kaipani']"
Kaili,"['Kailk', 'Kaipi', 'Kauli', 'Kaiki', 'Maili']"
Kailua,"['Kaikua', 'Kaipua', 'Ksilua', 'Kailja', 'Kaioua']"
Kaimana,"['Kzimana', 'Jaimana', 'Maimana', 'Kaikana', 'Kaimqna']"
Kainalu,"['Kaonalu', 'Kainslu', 'Mainalu', 'Kainapu', 'Kaibalu']"
Kainoa,"['Ksinoa', 'Kainla', 'Mainoa', 'Mainoa', 'Kainoz']"
Kaipo,"['Kakpo', 'Kaioo', 'Iaipo', 'Kailo', 'Kaopo']"
Kalakaua,"['Kaoakaua', 'Kakakaua', 'Kakakaua', 'Kalakauw', 'Kalakzua']"
Kalama,"['Kalamq', 'Kalana', 'Kalamq', 'Ialama', 'Kalams']"
Kalani,"['Ialani', 'Kalaji', 'Kalsni', 'Kslani', 'Kalano']"
Kalea,"['Malea', 'Kaoea', 'Kzlea', 'Kaleq', 'Kapea']"
Kalena,"['Kalrna', 'Kakena', 'Malena', 'Kapena', 'Kalenz']"
Kaleo,"['Kaoeo', 'Kalei', 'Kalei', 'Kaoeo', 'Ksleo']"
Kamea,"['Kakea', 'Iamea', 'Kames', 'Kwmea', 'Mamea']"
Ka mea imi,"['Ka mea ini', 'Ks mea imi', 'Ja mea imi', 'Ka mea kmi', 'Ks mea imi']"
Kamehameha,"['Kamehzmeha', 'Kamehamwha', 'Kamehakeha', 'Kameyameha', 'Kamehamdha']"
Kanakamana,"['Kanakamsna', 'Kanakamsna', 'Kanqkamana', 'Kwnakamana', 'Kanalamana']"
Kanani,"['Kanahi', 'Janani', 'Kajani', 'Ksnani', 'Kanano']"
Kane,"['Mane', 'Kwne', 'Kaje', 'Lane', 'Kame']"
Kanoa,"['Kamoa', 'Kajoa', 'Kznoa', 'Kamoa', 'Manoa']"
Kapu,"['Kzpu', 'Kspu', 'Kwpu', 'Kapi', 'Kapy']"
Kapua,"['Mapua', 'Kqpua', 'Kapuq', 'Japua', 'Kapia']"
Kaulana,"['Kaulwna', 'Kaulama', 'Ksulana', 'Kaulaha', 'Kaulzna']"
Kawika,"['Kawiia', 'Kaqika', 'Kawkka', 'Iawika', 'Kawila']"
Ke'ala,"[""Ke'aoa"", ""Kd'ala"", ""Ke'qla"", ""Ke'sla"", ""Ke'zla""]"
Keaka,"['Keama', 'Kraka', 'Keakq', 'Keakw', 'Kraka']"
Kealakekua,"['Kezlakekua', 'Kealakekia', 'Keqlakekua', 'Kewlakekua', 'Kdalakekua']"
Kealoha,"['Kealohw', 'Keapoha', 'Kealoba', 'Kwaloha', 'Kealona']"
Keandra,"['Leandra', 'Meandra', 'Keandrq', 'Kdandra', 'Kesndra']"
Keawe,"['Keqwe', 'Krawe', 'Keaee', 'Keawd', 'Keawd']"
Keilani,"['Ieilani', 'Meilani', 'Keolani', 'Keioani', 'Leilani']"
Kekapa,"['Kekaps', 'Mekapa', 'Kekwpa', 'Kekwpa', 'Kdkapa']"
Kekoa,"['Kdkoa', 'Kwkoa', 'Kekos', 'Kekow', 'Krkoa']"
Keola,"['Keolw', 'Keols', 'Keolz', 'Keolw', 'Krola']"
Keona,"['Keonw', 'Kepna', 'Keonz', 'Krona', 'Meona']"
Keone,"['Keonr', 'Keome', 'Keohe', 'Keine', 'Jeone']"
Kiele,"['Kkele', 'Kieoe', 'Kielr', 'Iiele', 'Kieoe']"
Kimo,"['Kimp', 'Limo', 'Komo', 'Kimi', 'Kumo']"
Kimokea,"['Kimokda', 'Kimojea', 'Kimpkea', 'Kimpkea', 'Kimikea']"
Koa,"['Kia', 'Kla', 'Koq', 'Moa', 'Joa']"
Koa ikaika,"['Koa ikaikz', 'Koq ikaika', 'Joa ikaika', 'Koa ikaija', 'Koa ikzika']"
Konane,"['Ionane', 'Konaje', 'Kojane', 'Kojane', 'Konahe']"
Koukakala,"['Loukakala', 'Koukzkala', 'Moukakala', 'Kojkakala', 'Kiukakala']"
Ku`u Hoaloha `Oi,"['Ku`u Howloha `Oi', 'Ku`u Hoapoha `Oi', 'Ku`u Hoalpha `Oi', 'Iu`u Hoaloha `Oi', 'Ku`u Hoalohq `Oi']"
Ku`u Maka,"['Lu`u Maka', 'Ku`u Mama', 'Kj`u Maka', 'Ku`u Naka', 'Ku`u Makz']"
KuLopaka,"['KyLopaka', 'KuOopaka', 'JuLopaka', 'KuLopakq', 'KuLolaka']"
Kumulaau,"['Kumukaau', 'Jumulaau', 'Jumulaau', 'Kumulzau', 'Kukulaau']"
La,"['Lq', 'Lq', 'Ls', 'Lw', 'Lz']"
Laka,"['Lqka', 'Lwka', 'Laks', 'Paka', 'Lala']"
Lani,"['Pani', 'Lano', 'Kani', 'Laji', 'Lwni']"
Lani-kai,"['Laji-kai', 'Lsni-kai', 'Oani-kai', 'Kani-kai', 'Lami-kai']"
Lei,"['Lri', 'Leo', 'Leo', 'Lri', 'Oei']"
Leilani,"['Leilanu', 'Oeilani', 'Leilano', 'Leulani', 'Leilano']"
Lili'uokalani,"[""Lili'uokalaji"", ""Lili'uokalani"", ""Lili'uokakani"", ""Lili'jokalani"", ""Lili'jokalani""]"
Lokela,"['Lojela', 'Lokeka', 'Ookela', 'Lokelz', 'Lokelq']"
Lokelani,"['Ookelani', 'Lokelzni', 'Lokelzni', 'Kokelani', 'Lokelaji']"
Lono,"['Kono', 'Llno', 'Kono', 'Lojo', 'Lpno']"
Lulua 'ina,"[""Lulus 'ina"", ""Luoua 'ina"", ""Lulia 'ina"", ""Lukua 'ina"", ""Lulua 'ins""]"
Mahi'ai,"[""Mahi'qi"", ""Mahi'au"", ""Mahi'qi"", ""Mahi'au"", ""Mahi'ak""]"
Mahina,"['Mahona', 'Mzhina', 'Mahona', 'Nahina', 'Mahija']"
Mahoe,"['Mwhoe', 'Manoe', 'Mwhoe', 'Jahoe', 'Mahor']"
Maka,"['Mqka', 'Makw', 'Maja', 'Makz', 'Naka']"
Makana,"['Nakana', 'Jakana', 'Makqna', 'Majana', 'Mzkana']"
Makani,"['Majani', 'Makanu', 'Mqkani', 'Mqkani', 'Majani']"
Makaala,"['Mzkaala', 'Maiaala', 'Makaalw', 'Majaala', 'Mqkaala']"
Malie,"['Mzlie', 'Malke', 'Nalie', 'Malir', 'Nalie']"
Malu,"['Mapu', 'Nalu', 'Mqlu', 'Malj', 'Nalu']"
Mamo,"['Jamo', 'Mqmo', 'Mzmo', 'Mamp', 'Mamp']"
Mana,"['Nana', 'Mama', 'Mzna', 'Maja', 'Nana']"
Mana'o,"[""Mama'o"", ""Mana'l"", ""Mzna'o"", ""Mana'i"", ""Mzna'o""]"
Manu,"['Kanu', 'Nanu', 'Nanu', 'Mwnu', 'Maju']"
Meka,"['Neka', 'Neka', 'Mema', 'Mekz', 'Neka']"
Mele,"['Meke', 'Meld', 'Mrle', 'Mrle', 'Mrle']"
Mililani,"['Mililaji', 'Milolani', 'Molilani', 'Mililano', 'Mioilani']"
Mino'aka,"[""Muno'aka"", ""Mijo'aka"", ""Mino'akw"", ""Nino'aka"", ""Mino'aka""]"
Moana,"['Joana', 'Joana', 'Joana', 'Moama', 'Moanw']"
Na'au,"[""Ha'au"", ""Na'ay"", ""Na'au"", ""Nw'au"", ""Na'qu""]"
Nahele,"['Naheke', 'Jahele', 'Nanele', 'Nzhele', 'Nzhele']"
Nalani,"['Nalabi', 'Nalahi', 'Balani', 'Nzlani', 'Nakani']"
Nani,"['Nahi', 'Hani', 'Nank', 'Naji', 'Nwni']"
Nani kaka,"['Nani ks\x8dka', 'Nani ka\x8dkq', 'Nani ka\x8dia', 'Nani ia\x8dka', 'Nani ka\x8dkq']"
Nikolao,"['Nijolao', 'Nokolao', 'Jikolao', 'Nikolal', 'Nikolap']"
Noelani,"['Noepani', 'Noelwni', 'Noepani', 'Nowlani', 'Nowlani']"
Nohea,"['Noheq', 'Nohra', 'Nobea', 'Nohew', 'Nlhea']"
Oliana,"['Pliana', 'Opiana', 'Oliama', 'Oliaba', 'Oliaha']"
Oliwa,"['Oliea', 'Olowa', 'Olisa', 'Opiwa', 'Oliwz']"
Onaona,"['Onalna', 'Onaonq', 'Onaoha', 'Pnaona', 'Onsona']"
Pakelika,"['Pakepika', 'Paielika', 'Pzkelika', 'Pajelika', 'Pakeluka']"
Palani,"['Palsni', 'Papani', 'Palano', 'Palzni', 'Pzlani']"
Palila,"['Palula', 'Palola', 'Oalila', 'Paoila', 'Pakila']"
Pele,"['Pelr', 'Oele', 'Lele', 'Peke', 'Pelr']"
Peni,"['Peji', 'Pebi', 'Pwni', 'Leni', 'Pehi']"
Pikake,"['Pkkake', 'Pikakd', 'Pikale', 'Pikale', 'Pkkake']"
Pilialoha,"['Pilizloha', 'Pilialohq', 'Pilialpha', 'Pilialona', 'Pilialohw']"
Pahaku,"['Pa\x8dhalu', 'Pa\x8dhaju', 'Pa\x8dhakj', 'Pa\x8dhaiu', 'Pa\x8dhqku']"
Polunu,"['Pplunu', 'Poluju', 'Oolunu', 'Pllunu', 'Poluni']"
Pua,"['Pja', 'Pia', 'Pja', 'Oua', 'Pia']"
Pualani,"['Pualabi', 'Puaoani', 'Pualami', 'Pualanu', 'Pualami']"
Pukalani,"['Pikalani', 'Pukalanu', 'Pykalani', 'Pukalanu', 'Pukwlani']"
Pule,"['Pyle', 'Puld', 'Pupe', 'Pjle', 'Pulr']"
Punahele,"['Punaheke', 'Ounahele', 'Punaheoe', 'Punqhele', 'Pinahele']"
Roselani,"['Roseoani', 'Rosrlani', 'Roselahi', 'Roselanu', 'Rosepani']"
Ualoheke Akua,"['Ualoheke Akya', 'Uakoheke Akua', 'Ialoheke Akua', 'Ualoheke Akus', 'Ualoheke Aiua']"
Uluwehi,"['Uluwehu', 'Ulywehi', 'Jluwehi', 'Upuwehi', 'Uluwehu']"
Wai nani,"['Wai jani', 'Wai nano', 'Wsi nani', 'Wqi nani', 'Wai mani']"
Wena,"['Weja', 'Wrna', 'Eena', 'Wdna', 'Wema']"
34th Ave,"['34th Wve', '34fh Ave', '34th Avd', '34tb Ave', '44th Ave']"
35th Ave,"['34th Ave', '35th Abe', '35th Avd', '35tn Ave', '45th Ave']"
36th Ave,"['35th Ave', '35th Ave', '37th Ave', '36th Avr', '35th Ave']"
37th Ave,"['47th Ave', '27th Ave', '38th Ave', '47th Ave', '37th Ace']"
38th Ave,"['38ty Ave', '38tb Ave', '38yh Ave', '38th Abe', '28th Ave']"
39th Ave,"['39th Afe', '39th Avd', '39ty Ave', '39tn Ave', '39th Wve']"
40th Ave,"['40th Avw', '40th Sve', '50th Ave', '40gh Ave', '30th Ave']"
4th St,"['4th Zt', '4th At', '4th Sy', '4gh St', '5th St']"
68 Mile Rd,"['67 Mile Rd', '68 Mile Ed', '68 Mkle Rd', '68 Milr Rd', '68 Jile Rd']"
8 1/2 Mi Camp Rd,"['8 1/2 Mi Camo Rd', '8 1/1 Mi Camp Rd', '8 1/1 Mi Camp Rd', '8 1/2 Mi Csmp Rd', '8 2/2 Mi Camp Rd']"
A'eloa,"[""A'elia"", ""A'eloa"", ""A'rloa"", ""A'eloa"", ""A'wloa""]"
A-1 Lot St,"['A-2 Lot St', 'A-1 Lot St', 'A-2 Lot St', 'A-1 Kot St', 'A-1 Lot Sf']"
Aa St,"['Aq St', 'Az St', 'Aa At', 'Qa St', 'Aq St']"
Aina Kaha Pl,"['Aina Kaja Pl', 'Aina Kana Pl', 'Ainq Kaha Pl', 'Wina Kaha Pl', 'Aima Kaha Pl']"
Akahi Ave,"['Aiahi Ave', 'Akahi Ace', 'Akahi Wve', 'Akahu Ave', 'Aiahi Ave']"
Akala Rd,"['Akala Rr', 'Akqla Rd', 'Akapa Rd', 'Akala Fd', 'Akwla Rd']"
Akana Pl,"['Akana Pk', 'Qkana Pl', 'Akwna Pl', 'Wkana Pl', 'Akana Pp']"
Akasaki Rd,"['Skasaki Rd', 'Akasaji Rd', 'Akasaki Fd', 'Akasski Rd', 'Akasaki Fd']"
Akoni Pule Hwy,"['Akoni Pule Hsy', 'Akoni Puoe Hwy', 'Akonk Pule Hwy', 'Akoni Puke Hwy', 'Akono Pule Hwy']"
Alahaki Rd,"['Alahqki Rd', 'Alwhaki Rd', 'Qlahaki Rd', 'Alahako Rd', 'Apahaki Rd']"
Alapai Point Rd,"['Alaoai Point Rd', 'Alapai Poing Rd', 'Alapsi Point Rd', 'Alapai Pount Rd', 'Alapai Point Rs']"
Alii Dr,"['Qlii Dr', 'Akii Dr', 'Alii Df', 'Alik Dr', 'Alik Dr']"
Ama Rd N,"['Ama Ed N', 'Wma Rd N', 'Amw Rd N', 'Ama Fd N', 'Ama Re N']"
Amepela Rd,"['Amepeoa Rd', 'Amepelq Rd', 'Ajepela Rd', 'Amepwla Rd', 'Amepela Ed']"
Anapuka Ln,"['Anapika Ln', 'Anapuka On', 'Ajapuka Ln', 'Anapuma Ln', 'Anapjka Ln']"
Anuenue Wawae Rd,"['Anuenue Wawae Ed', 'Anuenur Wawae Rd', 'Anuenue Waeae Rd', 'Anuenue Wawar Rd', 'Anuenue Waeae Rd']"
Attoa Rd,"['Attpa Rd', 'Attoa Td', 'Wttoa Rd', 'Attpa Rd', 'Attla Rd']"
Au Moku Pl,"['Au Moku Ll', 'Au Moiu Pl', 'Qu Moku Pl', 'Au Moju Pl', 'Au Mokj Pl']"
Aulii St,"['Aupii St', 'Aulki St', 'Aulki St', 'Aukii St', 'Aylii St']"
Aumoana St,"['Qumoana St', 'Aumoans St', 'Aimoana St', 'Aujoana St', 'Aumoaba St']"
Aviation Trail,"['Aviation Rrail', 'Aviation Traip', 'Aviagion Trail', 'Aviation Trzil', 'Aviation Traul']"
Awa Pae Pl,"['Aws Pae Pl', 'Awa Pae Ol', 'Zwa Pae Pl', 'Awa Pae Ll', 'Aws Pae Pl']"
Awa Rae Loop,"['Awa Rae Loip', 'Awa Rae Koop', 'Awa Rae Poop', 'Qwa Rae Loop', 'Aea Rae Loop']"
Awapuhi,"['Swapuhi', 'Aeapuhi', 'Asapuhi', 'Awapuhk', 'Asapuhi']"
Awini Trail,"['Awini Traip', 'Awini Traip', 'Qwini Trail', 'Awini Ttail', 'Aeini Trail']"
Banyan Tree Rd,"['Banyan Trew Rd', 'Banyan Ttee Rd', 'Banyan Trer Rd', 'Banyan Tree Ed', 'Banyan Tree Fd']"
Beers Rd,"['Veers Rd', 'Beers Re', 'Beees Rd', 'Beerw Rd', 'Beers Rr']"
Bobcat Trail,"['Bobcat Tfail', 'Bobcat Yrail', 'Bibcat Trail', 'Bibcat Trail', 'Bobfat Trail']"
Camp Rd,"['Canp Rd', 'Camp Ed', 'Camo Rd', 'Cakp Rd', 'Famp Rd']"
Cane Haul Rd,"['Xane Haul Rd', 'Xane Haul Rd', 'Cahe Haul Rd', 'Canr Haul Rd', 'Vane Haul Rd']"
Cavalry Rd,"['Cavaory Rd', 'Cavalrh Rd', 'Cafalry Rd', 'Cavzlry Rd', 'Cavaley Rd']"
Center Rd,"['Center Re', 'Cebter Rd', 'Centdr Rd', 'Centef Rd', 'Cwnter Rd']"
Chain Of Craters Rd,"['Chain Of Cratees Rd', 'Chqin Of Craters Rd', 'Chain Of Craterd Rd', 'Chsin Of Craters Rd', 'Chain Of Crqters Rd']"
Chin Chuck Rd,"['Chin Chucj Rd', 'Chin Chucj Rd', 'Chih Chuck Rd', 'Chin Chuck Fd', 'Chin Chuck Rs']"
Cinder Rd,"['Vinder Rd', 'Cinder Fd', 'Dinder Rd', 'Finder Rd', 'Cindef Rd']"
Cissy Rd,"['Cisxy Rd', 'Dissy Rd', 'Cissy Rr', 'Cussy Rd', 'Cissy Rf']"
Craterrim Trail,"['Craterrim Yrail', 'Crateerim Trail', 'Crayerrim Trail', 'Craterrim Traio', 'Craterrim Traio']"
Donahue Rd,"['Dinahue Rd', 'Dohahue Rd', 'Donahie Rd', 'Donahue Fd', 'Dinahue Rd']"
Eha Pl,"['Eha Ll', 'Dha Pl', 'Eha Ll', 'Eja Pl', 'Eya Pl']"
Ekolu Pl,"['Wkolu Pl', 'Ekolu Pk', 'Ekplu Pl', 'Ekllu Pl', 'Ekolu Ll']"
Elua,"['Eluq', 'Eluq', 'Wlua', 'Elya', 'Eluw']"
Engineer Trail,"['Engineef Trail', 'Engimeer Trail', 'Rngineer Trail', 'Engineer Traul', 'Engineef Trail']"
Enoka Pl,"['Dnoka Pl', 'Enoks Pl', 'Enoks Pl', 'Ejoka Pl', 'Enokw Pl']"
G Rd,"['G Rc', 'G Td', 'T Rd', 'H Rd', 'G Fd']"
Government Rd,"['Government Ed', 'Goverbment Rd', 'Gocernment Rd', 'Goveenment Rd', 'Tovernment Rd']"
Govt Main Rd,"['Goqt Main Rd', 'Fovt Main Rd', 'Govg Main Rd', 'Tovt Main Rd', 'Govt Main Rc']"
Greensbank Rd,"['Greejsbank Rd', 'Greensgank Rd', 'Grrensbank Rd', 'Greemsbank Rd', 'Gfeensbank Rd']"
Haina Rd,"['Haima Rd', 'Haiba Rd', 'Haiha Rd', 'Haina Fd', 'Hainq Rd']"
Hale Ct,"['Yale Ct', 'Halr Ct', 'Haoe Ct', 'Halr Ct', 'Halw Ct']"
Haleola Pl,"['Hakeola Pl', 'Halella Pl', 'Jaleola Pl', 'Haleola Po', 'Halella Pl']"
Halepiula Rd,"['Halrpiula Rd', 'Nalepiula Rd', 'Haoepiula Rd', 'Hqlepiula Rd', 'Halepiulw Rd']"
Hao Springs Rd,"['Hao Spfings Rd', 'Hao Sprongs Rd', 'Hao Springs Rf', 'Hao Springx Rd', 'Hap Springs Rd']"
Haul Cane Rd,"['Haul Cwne Rd', 'Hayl Cane Rd', 'Haul Czne Rd', 'Haul Came Rd', 'Hauk Cane Rd']"
Hawaii Belt Rd,"['Hawaii Belg Rd', 'Hawqii Belt Rd', 'Hawwii Belt Rd', 'Hawaii Helt Rd', 'Hawaii Belt Rc']"
Hawi Rd,"['Hawi Rs', 'Haqi Rd', 'Hwwi Rd', 'Hawi Rc', 'Hwwi Rd']"
Hekau Pl,"['Hemau Pl', 'Hekay Pl', 'Hekau Po', 'Hekau Po', 'Hekau Po']"
Hihio St,"['Hihoo St', 'Huhio St', 'Hihil St', 'Hihii St', 'Hihil St']"
Hoapili St,"['Boapili St', 'Hoapili Wt', 'Hiapili St', 'Hoalili St', 'Hoapili Sy']"
Hokuao St,"['Jokuao St', 'Hokuqo St', 'Hokuap St', 'Holuao St', 'Hokuao Dt']"
Holo Kula Pl,"['Hllo Kula Pl', 'Holl Kula Pl', 'Holi Kula Pl', 'Holo Kulw Pl', 'Holo Kulq Pl']"
Holokai St,"['Hilokai St', 'Hilokai St', 'Holokak St', 'Holokak St', 'Holoiai St']"
Holomoku Pl,"['Holomoku Pp', 'Hollmoku Pl', 'Holomoku Pk', 'Bolomoku Pl', 'Holomoku Po']"
Holowai,"['Bolowai', 'Hooowai', 'Hokowai', 'Hilowai', 'Holoeai']"
Homestead Rd,"['Homestrad Rd', 'Homestezd Rd', 'Homesteaf Rd', 'Hpmestead Rd', 'Homesteac Rd']"
Honamalino Rd,"['Honamalono Rd', 'Yonamalino Rd', 'Honamalijo Rd', 'Hinamalino Rd', 'Nonamalino Rd']"
Hook Rd,"['Hlok Rd', 'Hlok Rd', 'Hoom Rd', 'Book Rd', 'Hook Rc']"
Hoolauna Pl,"['Hoolauba Pl', 'Hoolaunz Pl', 'Hoooauna Pl', 'Hoolaunw Pl', 'Hoolauna Ll']"
Hoolokahi St,"['Hoopokahi St', 'Goolokahi St', 'Hoolokqhi St', 'Hoolokqhi St', 'Hoolokzhi St']"
Hualalai Rd,"['Huqlalai Rd', 'Huqlalai Rd', 'Hualalai Rs', 'Hualalai Rr', 'Hyalalai Rd']"
Huanu Rd,"['Hianu Rd', 'Huanu Ed', 'Huabu Rd', 'Huabu Rd', 'Huaju Rd']"
Huehue Ranch Rd,"['Huehue Rajch Rd', 'Huehue Rabch Rd', 'Huehue Ramch Rd', 'Huehur Ranch Rd', 'Huehue Rznch Rd']"
Huina Rd,"['Huina Td', 'Hjina Rd', 'Huija Rd', 'Huima Rd', 'Juina Rd']"
Hulukapuna St,"['Hulukapuja St', 'Hylukapuna St', 'Hulukaouna St', 'Hulukapuns St', 'Hulukaouna St']"
Hune-kai St,"['Hune-lai St', 'Hune-kau St', 'Gune-kai St', 'Hune-kai St', 'Hune-kai Sy']"
Hwy 11,"['Hsy 11', 'Hwy 21', 'Hwu 11', 'Hey 11', 'Hwu 11']"
Hwy 137,"['Hwh 137', 'Bwy 137', 'Hwy 237', 'Jwy 137', 'Hwt 137']"
Hwy 180,"['Hwy 170', 'Hwy 170', 'Jwy 180', 'Hqy 180', 'Hwh 180']"
Hwy 250,"['Hwy 150', 'Hey 250', 'Hwy 260', 'Hqy 250', 'Ywy 250']"
Hwy 270,"['Hwh 270', 'Hwy 279', 'Hwy 280', 'Hqy 270', 'Hsy 270']"
Ihilani Pl,"['Ihilami Pl', 'Ihilano Pl', 'Ihklani Pl', 'Ihulani Pl', 'Ihioani Pl']"
Iki Rd,"['Ikk Rd', 'Ili Rd', 'Ikk Rd', 'Iki Rs', 'Uki Rd']"
Ilikini Rd,"['Ilikini Re', 'Ilikihi Rd', 'Ilikoni Rd', 'Ilikinu Rd', 'Olikini Rd']"
Imako Pl,"['Umako Pl', 'Imako Ll', 'Imaki Pl', 'Kmako Pl', 'Imako Po']"
Infantry Rd,"['Infantrh Rd', 'Ingantry Rd', 'Knfantry Rd', 'Infantey Rd', 'Incantry Rd']"
