Watanabe,1
Williams,2
Silva,2
Sato,1
Miller,2
Kaneshiro,1
Ho,61
Ramos,3
Garcia,1
Jones,1
Fernandez,2
Anderson,1
Davis,1
Souza,2
Martin,1
Chong,1
Matsumoto,2
Domingo,1
Leong,6
Wilson,2
Medeiros,1
Chung,3
Yamada,1
Rivera,2
Thompson,1
Nguyen,1
Pang,2
Kimura,2
Takahashi,12
Park,2
Miyashiro,2
Suzuki,12
Santos,1
Fujimoto,1
Chan,1
Yoshida,1
Inouye,1
Arakaki,3
Lopez,1
Murakami,1
Yee,2
Taylor,1
Kobayashi,1
Kam,1
Tom,1
Moore,1
Nishimura,1
Shimabukuro,2
Clark,1
Sakamoto,1
Nakamoto,3
Corpuz,4
Saito,1
White,1
Thomas,1
Torres,1
Reyes,1
Lam,1
Cruz,1
Au,1
Rodrigues,2
Robinson,1
Gomes,1
Castillo,1
Miyamoto,5
Carvalho,1
Harris,3
Hashimoto,1
Nelson,1
Fong,5
Yuen,2
Adams,2
Chen,1
Ikeda,2
Wright,1
Allen,1
Sasaki,1
Pascua,1
Hayashi,4
Nakagawa,2
Freitas,1
Nakasone,8
Asato,1
Baker,1
Tamashiro,1
Lewis,1
Flores,1
Yamashita,1
Castro,1
Matsuda,1
Spencer,2
Hall,1
Li,1
Sanchez,1
Kato,3
Perreira,1
Fujii,1
Goo,2
Yamaguchi,12
Sakai,1
Bautista,1
King,2
Jackson,2
Pascual,1
Perry,6
Abe,1
Campbell,12
Martinez,28
Chow,1
Loo,22
Pacheco,1
Phillips,5
Santiago,1
Hill,1
Ng,2
Aquino,1
Harada,1
Tran,3
Hirata,1
Parker,1
Shiroma,1
Ono,1
Valdez,3
Maeda,4
Walker,3
Uyehara,1
Nakashima,5
Scott,43
Arakawa,8
Kawamoto,3
Ferreira,1
Perez,22
Hernandez,5
Yoshimura,22
Manuel,9
Morris,1
Roberts,1
Green,2
Peterson,2
Andrade,2
Tamura,4
Hong,1
Aoki,2
Gonsalves,5
Teruya,4
Akana,1
Ishikawa,1
Rogers,7
Shimizu,3
Lin,1
Oda,2
Uehara,1
Evans,1
Fukuda,1
Carter,1
Okamoto,1
Hee,2
Ogata,9
Nakano,1
Villanueva,1
Yamashiro,5
Mitchell,1
Mau,1
Watson,3
Ishii,5
Choi,1
Morita,3
Yoshioka,1
Kealoha,1
Tavares,72
Vierra,1
Ancheta,5
Chu,1
Wang,13
Moniz,1
Murphy,1
Asuncion,4
Wood,1
Honda,3
Foster,6
Richardson,4
Gonzales,2
Chinen,1
Delacruz,16
Hamada,1
Miyasato,1
Nakata,2
Bell,130
Okamura,1
Rodriguez,1
Mendoza,2
Tolentino,1
Chock,1
Sullivan,1
Yamauchi,16
Agustin,1
Toyama,2
Wu,1
Lopes,1
Ventura,2
Uyeda,1
Antonio,1
Meyer,1
Kawakami,1
Cho,1
Tam,1
Nishimoto,2
Stewart,1
Cheng,2
Ota,9
Cook,6
Lim,1
Collins,1
Costa,8
Okada,1
Kawamura,2
Stone,1
Yamasaki,1
Salvador,1
Masuda,40
Guerrero,1
Soares,4
Miura,3
Ramirez,2
Nagata,1
Morgan,1
Fujioka,2
Higashi,1
Gray,1
Yang,1
Yim,2
Bennett,6
Fujita,3
Muraoka,4
Lindsey,1
Nakama,9
Nishida,1
Ross,53
Fukumoto,1
Murray,1
Kelly,1
Dang,2
Chee,1
Yap,2
Ortiz,1
Takara,1
Tang,1
Sumida,1
Nitta,1
Turner,1
Yamane,2
Hughes,1
Kinoshita,1
Murata,2
Hara,1
Kong,1
Hasegawa,1
James,1
Oyama,1
Russell,1
Ogawa,1
Nakayama,1
Fisher,1
Peters,8
Huang,1
Ruiz,1
Yoshimoto,1
Iwamoto,1
Reed,3
Nagamine,2
Stevens,2
Correa,1
Edwards,1
Cooper,1
Taniguchi,2
Tomita,4
Kang,6
Kennedy,1
Ige,10
Lucas,1
Tengan,6
Aki,2
Alexander,1
Graham,1
Doi,4
Howard,1
Long,1
Okimoto,18
Morimoto,1
Cabral,1
Lai,1
Cole,3
Yokoyama,1
Bonilla,1
Johnston,1
Yu,1
Koga,1
Myers,1
Zane,1
Molina,1
Saiki,1
Akau,1
Cummings,2
Okazaki,1
Akamine,1
Ing,1
Taira,1
Gomez,1
Miguel,1
Wallace,1
Fujiwara,1
dela Cruz,1
Endo,2
Matsuoka,1
Wagner,1
Ellis,3
Nomura,1
Matsumura,1
Han,5
Acosta,1
Ko,1
Lorenzo,2
Kubo,2
Matsuura,2
Schmidt,2
Tanabe,1
Morales,2
Ryan,2
Tamanaha,95
Fukushima,2
Leung,1
Kane,1
Takata,1
Jenkins,1
Peralta,3
Duarte,1
Ishida,1
Ward,3
Gonzalez,6
Shishido,6
Cadiz,1
Cox,3
Cortez,1
Price,1
Dias,3
Kaya,1
Henderson,1
Hirano,2
Sakata,9
Olson,1
Pasion,2
Higuchi,1
Andres,1
Burns,1
Woo,1
Akiona,1
Guzman,1
Kawasaki,1
Patterson,9
Char,56
Takemoto,1
Rose,1
Luke,3
Siu,1
Miranda,30
Ballesteros,2
McDonald,1
Cheung,3
Hansen,1
Viernes,1
Shin,3
Taketa,1
Mattos,1
Takushi,1
Woods,1
Demello,1
Wada,1
Enos,16
Richards,4
Araki,4
Gabriel,1
Gouveia,1
Kubota,2
Mori,7
Toma,1
Powell,1
Brooks,2
Goya,1
West,1
Black,1
Hamilton,4
Ma,1
Tokunaga,1
Yadao,2
Marshall,1
Reynolds,1
Rosa,1
Yi,1
Le,1
Simon,2
Hunt,1
Kodama,1
Grace,2
Matsunaga,3
Diaz,2
Fukunaga,1
Rapozo,4
Hanson,6
Hu,1
Carroll,5
Harrison,1
Oliveira,1
Coloma,1
Hayes,1
Low,1
Romero,1
Guillermo,1
Mukai,1
Robertson,1
Jensen,8
Morikawa,1
Medina,1
Kondo,1
Shinsato,1
Sanders,1
Fox,1
Machado,2
Rapoza,1
Soriano,24
Badua,1
Wheeler,1
Coleman,5
Kobashigawa,1
Porter,1
Texeira,1
Gordon,1
Yonamine,8
Carlson,1
Mason,1
Mercado,1
Takeuchi,1
Burke,1
Simmons,7
Tong,3
Won,5
Barnes,2
Chapman,1
Fujikawa,36
George,3
Butler,2
Lo,1
Miyahira,1
Dunn,1
Furukawa,1
Yasuda,3
Agbayani,1
Gaspar,4
Kiyabu,1
Ford,1
Shaw,1
Agena,1
Joseph,1
Padilla,1
Cambra,2
Ishihara,1
Nakahara,1
Nobriga,1
Jordan,1
Marquez,1
Imai,1
Mariano,3
Fuller,1
Mills,5
Shimabuku,1
Sylva,35
Takayama,4
Lawrence,1
Chin,4
Kau,3
Okumura,2
Song,2
Kawahara,5
Tan,2
Yogi,25
Matsuo,1
Crawford,1
Matsui,1
Armstrong,1
Dela,1
Freeman,1
Shiraishi,1
Andrews,1
Holt,1
Lui,6
Palmer,2
Pham,5
Hart,1
Navarro,1
Alvarez,1
Burgess,2
Ignacio,1
Nichols,1
Muranaka,1
Sugimoto,1
Kono,1
Hayashida,4
Larson,1
Rice,2
Takaki,1
Hironaka,1
Botelho,1
Gibson,1
Boyd,8
Kawano,1
Uchida,7
Ornellas,2
Kaneko,1
Masaki,1
Yano,1
Campos,3
Lane,1
Tamayo,1
Agcaoili,4
Vincent,1
Wells,1
Viloria,3
Carpenter,1
Hoffman,2
Iha,2
Nakanishi,1
Cunningham,1
Henry,1
Kagawa,2
Nishikawa,1
Shibata,10
Hirayama,1
Espiritu,1
Griffin,5
Oishi,1
Moon,1
Muramoto,2
Duncan,6
Lu,1
Aguilar,1
Akina,2
Jose,22
Owens,1
Gilbert,1
Nishioka,1
Hanohano,2
Dixon,1
Hamasaki,2
Carlos,1
Hale,1
Javier,3
Teixeira,1
Tucker,1
Gardner,2
Yamanaka,1
Pak,1
Stephens,1
Baldwin,1
Lynch,1
Aguinaldo,2
Hunter,2
Olsen,3
Warren,29
Louis,4
Shibuya,1
Clarke,3
Feliciano,1
Liang,7
Ginoza,2
Imamura,1
Schneider,6
Segawa,4
Walsh,6
Ling,1
Simpson,2
Iwasaki,1
Shiraki,2
Kalama,1
Perkins,2
Sugai,1
Tanigawa,1
Webb,11
Gushiken,3
Pedro,1
Arnold,2
Lyons,1
Beck,1
Camara,7
Welch,1
Morrison,1
Obrien,1
Chandler,1
Hamamoto,3
Otani,2
Pierce,1
Manzano,7
Yoshikawa,1
Velasco,1
Samson,1
Teves,1
Ahuna,1
Hopkins,1
Kojima,18
Ferguson,1
Ikehara,1
Okuda,1
Newman,1
Uyeno,78
Apo,1
Barrett,1
Kitagawa,2
Oh,2
Snyder,5
Higgins,1
Huynh,2
Ohta,1
Horiuchi,1
Quinn,1
Valencia,6
Amaral,2
Camacho,2
Juan,1
Miyasaki,5
Franco,2
Luna,3
Oliver,1
Tomas,1
Bartolome,1
Bowman,1
Deguzman,1
Takenaka,3
Kwon,1
Felipe,1
Naito,1
Nakao,1
Gutierrez,1
Komatsu,1
Mizuno,1
Akiyama,1
Matthews,1
Erickson,2
Kama,1
Holmes,1
Jacinto,6
Robello,1
Yagi,1
Dumlao,2
Hirai,1
Tokuda,1
Bolosan,1
Matsushima,1
Kai,1
Kamaka,13
May,1
Rego,898
Ulep,1
Yeung,2
McGuire,49
Okano,1
Schultz,1
Bishop,3
Cordeiro,1
Bradley,8
Dudoit,2
Fontanilla,1
Fung,2
Mann,6
Miyake,2
Nagai,1
Hudson,152
Nonaka,1
Reid,1
Dawson,1
Fowler,1
Apana,2
Salazar,3
Seto,6
Hokama,1
Powers,1
Borges,4
Figueroa,4
Francisco,1
Grant,3
Pratt,1
Tanimoto,1
Davidson,1
Hahn,1
Nicolas,1
Pereira,1
Ponce,2
Solomon,1
Weber,1
Day,8
Natividad,1
Nishihara,1
Enomoto,1
Mateo,2
Ohara,2
Ramelb,12
Todd,1
Austin,1
Murayama,2
Paiva,1
Kamai,1
Montgomery,1
Onishi,1
Vea,2
Carr,1
Swanson,2
Weaver,2
Knight,1
Lambert,1
Uemura,1
Dean,1
Decosta,1
Sakuma,1
Christensen,1
Terada,1
Oshita,1
Reeves,1
Cohen,1
Harvey,1
Matsukawa,3
Owen,1
Victorino,1
Jimenez,1
Meyers,48
Okubo,1
Berry,2
Koike,1
Cockett,1
Leonard,2
Noguchi,1
Onaga,1
Purdy,1
FitzGerald,1
Hawkins,1
Marks,1
Naeole,1
Chai,1
David,3
Iwata,2
Kauhane,1
Morioka,1
Otsuka,3
Tsuji,2
Tsukamoto,3
Frank,2
Nagao,1
Daniels,1
Omura,1
Tsuda,2
Jennings,1
Paul,6
Sherman,1
Shim,1
Watkins,1
Riley,84
Julian,3
Pagan,2
Shimada,1
Yoshino,2
Correia,21
Fujitani,1
Greene,1
Oka,1
Tagawa,1
Ahn,1
Choe,1
Elliott,1
Kalani,1
Williamson,1
Adachi,1
Duldulao,1
Kido,1
Sugiyama,1
Farias,2
Holland,4
Sales,1
Tanji,2
Evangelista,1
Hirota,6
Leslie,2
Becker,4
Kwok,1
Respicio,1
Omori,19
Petersen,1
Rosario,1
Gallagher,1
Kajiwara,2
Kuroda,1
Tasaka,1
Aiwohi,1
Berg,1
Tanouye,1
Watts,1
Wolfe,26
Abreu,1
Raymond,8
Sagucio,1
Shigeta,1
Webster,9
Soto,1
Maruyama,1
Takeshita,2
Imada,1
Izumi,44
MacDonald,1
Oshima,1
Teramoto,1
Bright,1
Cordero,1
Kanno,3
Keller,1
Lowe,1
Shimamoto,1
Eugenio,1
Hoopii,1
Joaquin,1
Benson,3
Moses,58
Nishiyama,1
Garrett,1
Hicks,1
Kikuchi,8
Payne,1
Soon,1
Ushijima,1
Furtado,1
Kwock,1
Oki,1
Takamoto,2
Valenzuela,1
Machida,1
Derego,1
Sing,2
Zhang,5
Burnett,1
Kawai,8
Kay,1
Kihara,1
Paulo,2
Pearson,3
Yanagihara,1
Harrington,1
Iida,2
Morishige,2
Abad,1
Gamiao,1
Kaina,1
Morton,1
Deponte,12
Ibara,1
Kaaihue,2
Wilcox,2
Daniel,3
Gregory,2
Kaneshige,1
Kwan,1
Ouchi,2
Awai,1
Jacobs,2
Kanda,1
Fukuhara,1
Jung,21
Kawabata,1
Naone,3
Nunes,1
Okino,1
Ray,1
Kurihara,1
Toguchi,5
Klein,6
Saunders,4
Barker,2
Fernandes,1
Fields,1
Gusman,42
Nakoa,2
Lawson,1
Ngo,1
Otake,1
Sonoda,1
Tangonan,1
Ueda,1
Desilva,1
Rabago,2
Tanoue,2
Steele,3
Vasquez,1
Willis,1
Delima,1
Herrera,1
Kimoto,1
Nishi,11
Ragasa,2
Gibo,1
Inoue,5
Koyanagi,1
Minami,1
Naki,2
Crowell,1
Kaai,1
Mossman,1
Yokota,1
Yoneda,3
Aiona,1
Brewer,16
Bueno,1
Curtis,18
Ha,7
Kerr,1
Ozaki,3
Sun,1
Aguiar,1
Carreira,6
Esteban,1
Ku,1
Larsen,1
Potter,1
Tyau,1
Vasconcellos,1
Fleming,1
Kahele,14
Koki,1
Love,1
Nicholson,1
Norris,4
Randall,1
Visitacion,1
Chambers,1
Deleon,1
Galiza,3
Harper,8
Hew,1
Lung,4
Yasui,2
Costales,1
Duran,1
Franklin,15
Hiraoka,1
Lloyd,3
Matias,1
McKeague,1
Kalahiki,1
Sunada,1
Andaya,1
Isobe,1
Louie,1
Miyata,3
Ball,2
Bates,1
Fischer,1
Hookano,2
Logan,1
Madamba,1
Burton,1
Ibarra,1
Kaniho,8
Kramer,2
Lucero,2
Mark,3
Murashige,1
Vargas,2
Douglas,3
Hori,8
Hui,1
Menor,1
Soong,2
Baptista,2
Cachola,3
Hubbard,1
Ines,2
Mendes,1
Yoon,1
Honma,1
Oconnor,1
Branco,1
Coelho,1
Look,1
Mikami,1
Mueller,19
Paguirigan,1
Shea,1
