Name,freq
Marci,7
['Aukai'],1
Sofia,1
Eli,1
Javier,1
Niko,1
Brandie,5
Tayden,11
Philomena,1
Lynnette,2
Addison,1
Precious,1
['Kekapa'],2
Oliver,1
Momoe,4
Sydni,10
Seiichi,1
Gerald,1
Midori,2
Traci,3
Ashton,3
Treyton,4
"""[""""Na'au""""]""",13
Jacob,1
Masaichi,1
Jeffery,1
Bill,7
Breanne,1
Raynard,5
Jamielee,1
Yoshie,1
Drake,1
Carlton,1
Jerome,1
Tami,1
Kendrick,1
Cecil,1
['Oliana'],2
Sadako,1
Michelle,1
Mario,1
Jameson,1
Leialoha,1
Sanford,1
Nikita,1
Yoshiko,3
Shizuka,1
Triton,1
Kaci,2
Pamela,1
Alisa,1
Keawe,9
Sunao,1
Anastasia,38
Hiromu,8
Roseline,1
Gregory,17
Antone,2
Harper,1
Sage,3
Cy,1
Cherise,1
Wilbur,11
Vince,1
Tierra,1
Brittani,4
['Punahele'],1
Journey,2
Krista,2
Taira,2
Kalea,1
Sherilynn,4
Kymani,1
Kailana,2
Beryl,1
Karli,1
Jaclyn,1
Conor,3
Fusaye,1
Antoinette,1
Hanako,1
Kimberly,2
Imani,2
Chauncey,1
Matteo,1
Lehuanani,1
Randy,1
Deanna,2
Channing,11
Jayna,1
Cara,2
Philip,1
Takeo,6
Gaylord,1
Haaheo,2
Virgil,1
Armando,2
Natsuko,1
Masanobu,2
Charlotte,2
Walter,33
Makana,1
Ward,2
Shizuo,1
Adriana,1
Seiki,1
Madeleine,1
Yukio,1
Don,1
Tina,25
Janelle,1
Kruz,1
Haruko,2
Howard,2
Ernest,1
Nadia,3
Nalu,1
Tai,1
Payton,1
Janis,1
Tristyn,1
Troy,1
Trinidad,1
Shigeo,1
Corrina,1
Adalynn,1
Francisco,7
Jackson,8
Marjorie,1
Sophia,1
Xzavier,2
Lilikoi,1
Summer,2
Pablo,1
Lyle,1
Miyoko,1
Carmen,1
Preston,1
Garrett,1
Moses,1
Shizue,2
Pierce,2
Maximilian,1
Agnes,1
Francis,8
Tamae,1
Steven,1
Lawaia,2
Michaela,2
['Lokelani'],1
Vera,1
Nellie,1
Roxanne,6
Mitsuyo,2
Dennis,16
Rachel,1
Winston,1
Caitlin,1
Michael,1
Rockne,4
Akoni,1
Bennett,25
Marjory,1
Timothy,1
Domingo,1
Tre,1
Bertha,3
['Hoʻomana'],1
Sasha,8
Alika,1
Romeo,1
Kristen,1
Kealohilani,1
Fumiye,2
Gretchen,1
Sara,4
Zariah,3
Hachiro,5
Reece,1
Charla,2
Arleen,7
Nobuyuki,2
Brittanyann,1
Dena,3
Gia,7
Ryzen,1
Zara,1
Nichol,1
Kirsten,1
Tomie,6
Kiai,1
Noelle,1
Alanna,1
Nikki,1
Alyson,1
Toby,1
['Keilani'],1
Chavez,3
Joel,1
['Alika'],3
Fanny,1
Nan,1
Rayne,2
Sharen,1
Naia,1
Ashleigh,4
Leanne,28
Chantell,1
Atticus,2
Devon,12
Tanner,1
['Aolani'],1
Darian,1
Lyla,1
Dina,2
Hidemi,5
Kenneth,3
Nancy,1
Makayla,1
Keala,22
Cindy,2
Newton,1
Dayle,38
Lurline,1
Brenna,2
Kiyomi,1
Maryjane,1
Catherine,1
Billie,2
Tracie,1
['Uluwehi'],1
['Pōhaku'],1
Mariah,1
Daisy,2
Juan,1
Masato,2
Daren,1
Matsuichi,1
Takako,1
Takeko,1
Johanna,3
Shaelyn,1
Yoshiharu,1
Shogo,1
Masayo,5
Gillian,1
Briella,1
Jose,1
Gavin,1
Mahealani,6
Christy,1
Marianne,1
Rylen,1
['Kekoa'],1
Elden,1
Burt,1
Shirleen,1
Lynn,8
['Olina'],1
Peter,7
Debora,2
Alexandra,3
Dawson,1
Farrah,1
Matsuko,1
Kory,9
Paulette,1
Caridad,250
Jaren,1
['Haleakala'],1
Dwayne,1
Johnny,2
Mckayla,13
Jennifer,1
Billy,1
Reese,1
Zyan,4
Edward,1
Reuben,2
Laura,1
Ronald,2
Leonora,6
Cherilyn,1
Rena,1
Robin,8
Kailyn,1
Elsa,1
Sonja,1
Starr,5
Valerie,3
Sakae,1
Ayva,1
Puanani,1
Lehua,1
Nanea,9
Raelynn,1
Dayne,4
Aubrie,1
Viola,1
Frances,1
Karina,2
Tsuyuko,1
Mike,1
Lena,1
Ava,1
Maddox,2
Mailani,4
Halia,1
Leo,4
['Nani'],12
Kristian,16
Jody,1
Oshen,1
Milton,1
Leeann,3
Tianna,1
Gerry,1
Kasen,1
Keisha,1
Guy,1
Maggie,1
['Roselani'],1
Jesse,1
Shante,1
Pookela,1
Desirae,1
Judy,1
Siena,1
Julia,2
Londyn,2
Rosita,1
Emilio,1
Noelani,1
Gale,6
Blayze,5
Zephaniah,1
['Pele'],1
['Kainalu'],1
Kimora,2
Lillian,4
Jaylene,1
Jackie,1
['Kahikū'],1
Lilly,3
Angelique,1
Marcy,3
Aiden,1
Kona,1
Germaine,1
Constance,2
Jadelyn,3
Junior,1
Jenson,1
Isiah,2
Byron,1
Daphne,1
Kam,1
Chanelle,2
Takashi,1
Toshiyuki,2
Jay,1
Kris,1
['Makaʻala'],1
Nicole,1
Zen,1
Selina,6
Aniyah,1
Hayden,1
Dora,6
Adeline,1
Rachelle,3
Rodney,3
Justin,42
Rex,1
Shauna,1
Aubree,1
Tadayoshi,1
Braden,10
Elwood,5
Allen,2
Shuichi,3
Collin,1
Asae,2
Peggy,1
Kysen,1
Carmela,2
Derrick,1
Dionne,1
Keith,1
Reina,1
Harmony,1
Xander,1
Brooklyn,4
Leighton,1
Chloe,1
Yoshinobu,1
Tevin,1
Haruyoshi,11
Bronte,1
Eva,4
Alisha,1
Aaden,1
Deneen,1
Ben,2
Aidan,2
Madden,22
Cassie,1
Meredith,5
['Kumulāʻau'],1
Alyssa,1
Duncan,1
Mandy,1
Olivia,1
Markanthony,5
Brantley,1
Treston,1
Masao,6
Sarai,12
Tsuruko,1
Oscar,1
Zechariah,1
Gabriela,1
Jeannie,1
Chante,1
Nakoa,1
Pearl,1
Dylan,1
Talia,1
Lindsey,1
Satoshi,1
Clayton,1
Elmer,1
April,3
Katsue,2
Kameron,1
Ciera,1
Rae,2
Carleen,1
Rory,1
['Hanohano'],1
Hisae,44
Sharilyn,1
Donovan,1
Naiya,1
Shigeno,7
['Keola'],1
Roger,1
Lorena,1
['Nohea'],1
Diane,15
Dash,17
['Polunu'],1
Killian,27
Leah,1
Terrance,1
Tatum,2
Matsuyo,1
Duran,1
Clyde,1
Bobby,1
Brysen,1
Cherylann,5
Lorenzo,1
Henrietta,3
Rosalind,2
Lexus,1
Katelynn,1
Candace,1
Tommy,2
Kimberlyann,1
['Alana'],1
Alijah,2
Mia,1
Phillip,1
Yoshikatsu,1
Patty,6
['Iolana'],1
Ikaika,1
['Wena'],19
Marcus,1
Ashleymarie,1
Jefferson,2
Hiroko,1
['Kailua'],1
Kikue,1
Autumn,2
Lydia,1
Maile,1
Ernie,3
Hollie,28
Alfred,1
Uriah,1
Julius,1
Paulo,1
Danica,1
Wade,1
Kazumi,1
Sharyn,6
Conchita,1
Scarlett,1
Blossom,1
Dion,1
Tatsue,2
Alexia,1
Cash,1
Deven,1
Leona,7
Osamu,1
Kyan,1
Nobuyoshi,1
Junichi,1
['Ekewaka'],2
Lauri,2
Etsuko,1
Daysha,1
['Ano'],1
Heath,1
Nobuko,1
Baylee,2
Mieko,1
Tammie,4
Haven,2
Jonah,1
Sakura,2
Aryanna,7
Christa,5
Kellie,1
Kobe,1
Kiyono,1
['Alamea'],1
Kaelynn,1
Kenna,1
Callie,2
Brody,1
Julie,2
Sumako,1
Rita,1
Amelie,2
Misue,4
Quinton,2
Leatrice,1
Kaila,26
Carissa,2
Gracie,1
Bj,1
Katsumi,4
Tessa,1
Adrian,1
Ashley,2
Stone,2
Stacey,1
Chevy,1
Consuelo,1
Karley,6
Kamahao,2
Tisha,21
Urijah,8
Mika,1
Claire,2
Miyeko,1
Natalia,1
Latoya,1
Parker,1
Radford,1
Andrew,1
Betsy,17
Cayla,4
Trey,15
Brad,1
Abel,1
Danette,1
Zander,1
"""[""""A'ala""""]""",1
Jermaine,1
Allison,1
['Mana'],2
Linda,1
Augustine,10
Cedric,1
Kahekili,1
Chelsea,1
Tatiana,4
Curtis,2
Alexandria,1
Pat,9
Aimee,1
Kayleigh,1
Joely,10
Ashlie,2
Davis,1
Amelia,1
Seth,1
Stacy,4
Krystle,4
Selah,1
Helen,1
Hector,1
Shana,3
Ryden,1
Madelyn,2
Lisamarie,2
Cesar,2
Rylee,50
Kekoa,1
Misty,1
Riana,1
Kristina,2
Jolynn,5
Lilyana,2
Natalie,2
Jett,1
Lexi,1
Thalia,2
Brittney,1
Kelii,1
Jaycie,2
Mya,1
Shania,1
Jorge,5
Kaitlyn,2
Bonifacio,2
Kara,1
Alessandra,1
Colt,1
Kiley,1
Rosalia,1
Velma,1
Kaikoa,4
Sheree,1
Kainani,1
Jann,1
['Māhoe'],2
Branden,1
Jamieann,1
Akio,1
['Pua'],3
Sheryl,1
Liza,1
Colby,1
Molly,5
Nalani,3
Shon,1
Koen,1
Selena,2
Izabella,1
Darwin,3
Edwin,2
Kelvin,1
['KuLopaka'],1
Nikolai,1
Isabel,1
Jeri,1
Hisako,1
Audra,2
Elisa,1
['Noelani'],1
Annabelle,2
Brittnie,2
Blaize,1
Tadashi,1
Adelaide,1
Koalii,1
Reno,1
['Hema'],1
Joleen,1
Jalen,1
Setsuko,1
Teri,1
Avis,1
Derek,1
Patrice,8
Jayla,1
Sharolyn,1
Kaleb,1
Felicidad,1
Kiichi,3
Paris,1
Kamuela,14
Terrie,1
Jasmyne,1
Ariel,1
Brayden,1
Kellyann,1
Kainalu,1
Kendall,1
Jude,1
Robyn,1
Jordan,3
Giovanni,1
Keegan,1
Venus,1
Kristofer,1
Daniel,3
Bryson,1
Norine,1
Yoshio,1
Hezekiah,1
Lionel,3
Kenzie,8
Francisca,1
Kolten,1
Lucille,1
Sheila,1
Myron,4
Koichi,1
Everly,7
Darryl,8
Lahela,1
Keane,1
Alejandro,1
['Lono'],1
Edna,1
Paityn,1
Mae,12
Reagan,3
Andy,1
Marlon,1
Duke,2
Dana,2
Kellen,1
['Kamea'],2
Kaimipono,1
Flora,2
Angelica,33
Iwao,4
Jamal,1
Haunani,1
Nehemiah,1
Kristi,8
Kaison,13
Teagan,2
Issac,1
Marley,1
Abigail,2
Neil,1
Mathilda,4
Denise,112
Malakai,1
Misako,1
Carrie,8
Masae,2
Clark,2
Jazmine,1
Amara,3
['He pohaku'],1
Coral,1
David,2
Katelyn,1
Joseph,1
Naya,1
Lolita,1
Eleanor,3
Justina,7
Kealani,1
Lehiwa,12
Wilfred,2
Gabriel,2
['Keandra'],1
Lindsay,1
Jayne,1
Princess,2
Freddie,1
Yvonne,2
Tori,4
Erlinda,1
Kurt,1
Sachie,1
Mitchell,1
Harue,4
Tiffani,13
Jerry,38
Sharleen,1
Kacey,9
Serena,13
['Ka Hiwa'],18
Joaquin,1
Tom,1
Airi,23
Charmaine,2
['Palila'],1
Sumiko,1
Ashlyn,7
Hayley,1
Nyah,1
['Kealakekua'],2
Norma,1
Jarrin,1
Holden,7
Angie,1
Miyuki,1
Rudolph,3
Kyara,1
Keana,1
Sean,1
Kayana,1
['Kanakamana'],1
Gene,1
Taylor,1
['Ionakana'],4
Tamotsu,2
Jennie,1
Sharde,3
Ashly,2
Yoshiaki,1
Ronson,10
['Io lani'],1
Jaeda,1
Enzo,2
Hailey,9
['Apekalmoa'],1
Kyla,5
Kristyn,7
Ruth,1
Jacelyn,1
Cody,2
Bradford,7
Gayle,1
Malachi,2
Steve,11
Lawrence,1
Carlene,1
Tokie,1
Irma,5
Victoria,2
Charleen,1
Irving,2
Tomiko,1
Annika,1
Brock,1
"""[""""Ke'ala""""]""",3
Rick,1
Marshall,1
Jeremiah,1
Itsuko,1
Carey,1
Antonia,1
Belinda,1
Alissa,1
Deborah,1
Cortney,2
Russell,1
Lexie,1
Hiilani,1
Tsugio,3
Makenna,1
Caiden,1
Azalea,93
Jaden,1
Richard,1
Krysta,1
Stewart,1
Dawn,1
Fukuichi,1
Keiji,8
Melissa,1
Elton,1
Cristian,1
Cheryl,1
Mikayla,3
Diamond,5
Kiera,4
Leia,4
Liana,1
Kela,1
Chase,4
Darrin,1
Keira,2
Kyler,1
Willard,1
Tokuo,2
Taliyah,3
Darla,1
Rosemarie,1
Caroline,1
Therese,1
Saysha,1
Takeshi,1
Charlene,3
Amy,3
Dean,1
Jasen,3
Adonis,1
Brennen,1
Heidi,1
Jena,344
Corinne,3
Joan,1
Gerard,4
Atlas,236
Nova,1
Tiara,1
Kikuyo,1
Van,1
Sonny,6
Forrest,2
Casandra,2
Alexus,1
Aiko,2
Soichi,2
Aliya,1
['Kane'],4
Feliza,1
Tania,1
Zane,1
Zelda,1
Jasmine,1
Scot,10
Izaiah,1
Minerva,1
Windy,1
Lyric,1
Ethan,2
Elias,3
Nainoa,1
Carter,2
Eloise,9
Aj,1
Mehana,1
Sumiye,798
Hoover,1
Mamoru,1
['Manu'],1
Beth,1
Kimiye,25
Axel,8
Wendy,1
Hugh,1
Josephine,1
Toyoko,2
Patsy,3
Renee,2
['Akamu'],1
Knox,1
Devante,1
Cason,2
Jarvis,2
['Lani'],1
Glenn,2
['Malie'],4
Drew,1
Allie,1
Leanna,7
Samara,1
Shyanne,1
Keone,2
Todd,1
Myles,1
Madeline,2
Mikaela,1
Leimomi,1
Ryleigh,2
Kiana,2
Doug,5
Katie,1
Maximus,17
Mila,4
['Ku`u Hoaloha `Oi'],6
Maximo,1
Shayna,1
Lorene,12
Loreen,2
Isami,1
Boyd,3
Bernice,2
Claudette,1
Deanne,1
Josh,1
Eichi,1
Antonio,1
Umeno,29
Erwin,28
Jessie,13
Pauline,1
Wayne,21
Lilah,2
Suzette,1
Mona,4
Monalisa,2
Nathaniel,1
Luka,1
Rose,9
Cherish,1
Tetsuo,3
Isla,1
['Pakelika'],1
Alize,1
Raina,1
Leroy,1
Joelle,1
['Kaholo'],1
"""[""""Hali'a""""]""",3
Cherie,3
Miriam,1
Shigeki,1
Trinity,1
Taryn,1
Suzan,1
Regina,1
Simone,2
Lincoln,1
Jan,1
['Koa'],6
Rogelio,1
Jane,1
Geraldine,1
Terry,4
Heather,1
['Onaona'],1
Frank,9
Rusty,1
Vance,4
Maydeen,3
Samson,1
Randolph,4
Floyd,1
Jericho,2
Kiani,37
Jon,1
Georgiana,1
Shiloh,1
Claudia,159
Mariko,1
Abraham,1
Ross,2
Kylan,1
Mahina,1
Yoshiyuki,1
Audrina,2
Paulino,1
Ari,1
Karla,4
Ryann,7
Kathryn,1
Joyce,2
Kaira,1
Galen,1
Harry,3
Jordon,1
Stanton,1
Caden,3
Lewis,1
Charlee,8
Miles,4
['Kealoha'],2
Denny,1
Tahnee,3
Lenora,4
Lorelei,1
Adriane,1
Cheyne,6
Claudine,2
Haloa,1
['Alo'],7
Tysen,2
Logan,1
Hiilei,7
Wilhelmina,1
Layla,3
Sydney,5
Jessica,1
Jaimee,5
Randal,1
Moani,1
Nobue,1
Nathan,1
['Kainoa'],1
Kamalani,1
Arthur,1
Kamalei,8
Josette,6
Uilani,1
Glynis,1
['Apela'],1
Ramon,1
Josiah,11
Bruce,1
Barbara,1
Greg,1
Tabitha,2
Sommer,110
Legacy,3
Ezra,1
Kaley,1
Isabelle,1
Tomio,2
Gabrielle,1
Michie,1
Kuulei,1
Nina,1
Marla,1
Rickie,2
Tomoe,13
Marcie,1
Chrystal,3
Hal,1
Laurel,1
Jenelle,1
Raquel,3
Nico,1
Kalani,1
Kody,1
Kolby,2
Ace,1
Haylee,2
Kawena,2
Keely,2
Leigh,1
Jensen,1
Erik,3
Kinue,4
Wilbert,1
Lyndon,1
Yvette,1
Yachiyo,9
Sheldon,32
Mindy,1
Colin,2
Gordon,1
Marlena,7
Simon,9
Janna,1
Lianne,1
Harrison,1
Brent,240
Kristal,1
Palani,1
Terrence,2
Marylou,19
Mercedes,1
Kuuipo,1
Teruyo,1
Fumio,1
Ferdinand,1
Annette,1
Cynthia,1
Charlie,3
Greyson,1
Arielle,1
Duane,10
Nixon,3
Dexter,2
Mj,1
Johnette,1
Valentine,1
Misae,7
Dalton,1
Janeen,1
Ann,2
Jaxen,1
Tammy,1
Shoichi,1
Karissa,1
Maurice,6
Toru,1
Lois,2
Bernard,1
Darleen,1
Iolani,9
Ciara,1
Bonnie,6
Hideo,1
Dominique,1
Norene,7
Kazuo,2
Vicky,1
Solomon,1
Cherry,1
Ricky,1
Reid,10
August,1
Jenilee,4
Christin,1
Kawika,2
Napua,5
Atreyu,1
['Kanani'],3
"""[""""Ka'eo""""]""",1
Sarina,1
Hilda,4
['Amosa'],1
Shigeru,1
Talan,1
Marleen,13
Kehaulani,1
Makoa,1
Luis,1
Tiffany,1
Joanna,699
Deidre,1
Jaymie,1
Eiko,1
Dominick,1
Esther,1
Florencio,1
Kalen,1
Staci,1
Justus,1
Jansen,2
Emerald,1
Raenette,8
Nia,2
Moriah,1
Lesley,1
Garrison,1
Averie,2
Russel,1
Bridget,1
Miracle,1
Kalina,1
Ebony,1
Eugene,1
Asha,2
Daryl,1
Masakatsu,2
May,1
Dorene,2
Ryne,1
['Nahele'],1
Braiden,1
Yukiko,10
Filomena,33
Kairi,4
Jo,2
Chiyoko,2
Teddy,1
Elisabeth,2
Asayo,1
Israel,1
Rosa,1
Celine,1
Hilinai,1
Janae,1
Jaiden,1
Jolene,4
Micah,1
Edmund,1
Sydnie,1
Victor,5
Miley,1
Jonathan,4
Kaipo,1
Ronin,1
Jedidiah,10
Carolina,1
Yukie,2
Myra,1
Rowena,1
Kurtis,3
Tokio,1
Banyan,4
Chanda,1
Cannon,1
Luca,1
Samantha,1
Reed,1
Shizuko,2
Wataru,4
Kanai,1
Warren,1
Kylie,3
Kim,1
Kameko,4
Ana,1
Shaila,2
['Kalea'],8
['Wai nani'],7
Cierra,2
Larissa,1
Francesca,1
Ernestine,1
Morgan,1
Lucia,9
Hannah,2
Matt,1
Penny,1
Rosario,13
Kikuye,2
Tessie,1
Florentina,1
Hatsue,2
Colette,1
Kaitlynn,1
Garrick,2
Annie,1
Gay,1
Taylorann,2
Lani,3
Louis,14
Gladys,2
Gwendolyn,1
Masuo,2
Ellen,1
Karen,1
Cora,4
Vanessa,1
['Kai'],2
Dave,5
Tokuichi,1
Masako,1
Jarren,4
Braxton,1
Lourdes,4
Jack,81
Ashleyann,6
Coby,2
Alana,4
Caelyn,4
Frederick,2
"""[""""Alaka'i""""]""",74
Chelsie,1
Terence,1
['Kahale'],5
Leann,1
Lara,2
Janice,1
Lilliana,1
Max,1
Marlo,1
Ryan,1
Kapena,1
Lynette,1
Alma,1
Piper,1
Gary,4
Tony,1
Cyrus,1
Alexa,1
Shirley,1
['Mamo'],2
Dominga,1
Donald,1
Maila,3
Nanette,2
Mark,1
Malia,4
Brittny,1
Shari,2
Makua,6
Zayden,2
Michele,1
Alvin,2
Leiana,1
Wilson,1
Jaxson,8
Cassius,1
Kale,1
Dianna,1
Kazuyoshi,1
Vivian,1
Calvin,7
['Ka mea ʻimi'],1
Brett,1
Camille,1
Jayven,2
Fernando,1
Teresita,1
Alakai,1
Kaydee,1
Sueko,1
Destinee,1
Theodore,1
Zoey,1
Jarrod,21
Jazmin,1
Corinna,1
Joe,1
Leilani,1
Sherrie,1
Joni,1
Ember,4
Rebekah,1
Cheri,2
Sueo,3
Violet,1
Christopher,1
Vicki,1
Tylor,1
Ruby,3
Jordyn,1
Phoenix,1
Masayoshi,17
Bronson,1
Terri,1
['Mahina'],1
Toshie,1
Grayson,1
Wanda,1
Kaylyn,2
Tsuneo,1
Quincy,11
Ada,1
Kazue,2
Kimberlee,1
Denis,1
Zayne,1
Krystal,1
Natsue,1
Sherilyn,2
Lance,2
Kayli,1
Charis,1
Raynette,1
Tsugie,4
Sadamu,2
Zaylee,4
['Koukakala'],1
Cathy,2
Tatsuko,1
Sonia,1
Darnell,1
Kanani,4
Margaret,1
Clara,1
Yasunobu,1
Chad,2
Chizuko,1
June,1
Justice,2
Kaito,1
Fujiko,1
Kazuko,2
Sariah,1
Sione,2
Ralph,2
Tad,1
Mervin,4
Paige,2
Anaya,2
Whitney,1
Isaac,4
Kelsi,1
Christian,2
Sienna,1
Angeline,22
Ichiro,1
Willie,1
Olive,1
William,1
Brandon,4
Doris,4
Austyn,3
Abcde,12
Kiyoshi,1
Bertram,78
Anson,3
Breanna,6
Mana,24
Jerica,4
Lacy,1
Vernon,3
Marion,1
Vicente,4
Reiko,58
Lilia,3
Brittni,1
Alea,2
Kanaloa,4
Bryanna,1
Nichole,1
Tyson,4
Raven,6
Arabella,1
Keaka,1
Quentin,1
Phoebe,1
Kaili,1
Cory,1
Seiko,1
Lorrie,3
Carolann,1
Herbert,5
Clint,1
Erin,6
['Makana'],14
Nikolas,2
Sharla,1
Sam,1
Alan,5
Pomaikai,1
['Kimokea'],70
Alberto,1
Manabu,1
Kali,1
Marie,1
Mackenzie,5
Raegan,1
Layne,1
Justine,1
Kenzo,1
"""[""""Lili'uokalani""""]""",1
Amir,1
Ida,1
Davelyn,1
Geoffrey,1
Darcie,1
Kristine,2
Scott,8
Tomoko,2
Keenan,1
Jeremy,2
Yoshito,2
Trudy,1
Titan,2
Kaimalu,1
Darlene,1
Bobbie,1
Kaiya,2
Jewel,1
Reyn,1
Marlene,1
Claude,2
Kane,2
Kyle,7
['Peni'],1
Kimiko,1
Mallory,1
Jamie,1
Tsuyako,1
Jade,5
Tyrus,1
Shanice,1
Hadley,1
Alexander,1
Alayna,1
Samuel,1
Misayo,2
Betty,1
"""[""""A'ia'i""""]""",3
Barry,1
Colleen,24
Karin,1
Jayzen,15
Casey,1
Joey,2
Homer,2
Dolly,1
Iliana,1
Tyren,1
Brandi,2
Sybil,1
Leon,4
Jasper,1
Lauren,1
Rene,3
Regan,2
Marsha,1
Ernesto,3
Reginald,1
Marcelina,2
Davin,1
Paul,1
Brittany,1
Aleah,5
['Leilani'],1
Marian,1
Patricia,1
Hajime,1
Derwin,1
Keila,1
Shanelle,6
Keilana,1
Kaniela,1
Rico,1
Tiare,2
Kathleen,8
Georgette,1
Masatoshi,2
['Meka'],2
Archer,1
Rosalynn,1
Jodie,5
Courtney,3
Maria,1
Felipe,1
['Kanoa'],1
Bailey,2
Clay,1
Celia,1
['Kalani'],4
Martin,1
Yoshitaka,3
Matsuo,1
['Aloiki'],1
Kaylaann,1
Maureen,1
Tetsuro,1
Pualani,1
Abbie,3
Laurence,1
Sharmaine,2
Sandy,1
Charles,1
Jacquelyn,1
Monica,12
Noel,1
Zoe,1
Hunter,1
Gianni,3
Judah,1
Deedee,1
Bodhi,1
Renette,1
['Koa ikaika'],1
Brenda,1
Pedro,1
Myrna,4
Liliana,5
Sharon,1
Brannon,1
Corina,4
Alexandrea,18
Shaniah,1
Gaven,1
Edie,2
['Ahuahu'],6
Emma,1
Jaylen,3
Janine,2
Kianna,20
Austin,1
Shelbi,1
Deion,49
Concepcion,17
['La'],7
Nola,4
Jonelle,1
Isabella,5
Susanne,1
Cadence,1
Ford,1
Cruz,1
Misha,4
Elijah,1
Gena,1
Kassie,4
Rosalie,3
Camden,2
['Mele'],2
Devyn,2
Audrey,1
Sanoe,1
Helena,1
Kacie,1
Melanie,1
Nalia,1
Meagan,1
Danielle,1
Megan,1
Carlos,3
Shantell,2
Aulani,6
['Havika'],1
Young,1
Roberto,6
Llewellyn,23
Kisha,1
Minnie,5
Nobuichi,26
Fay,81
Garret,1
John,38
Nicolette,2
Ivan,1
Cooper,1
Keilani,2
Cathleen,2
Hope,1
Tahitoa,51
Roland,1
Eldon,1
Maia,1
['Makani'],1
Rona,1
Jarrett,6
Isao,1
Lester,2
Rodel,9
Jaron,1
Norio,1
Gage,19
Marisa,1
Brice,1
Chandler,6
Sally,7
Tiffanie,1
Shayden,1
Deana,5
Blanche,1
Carl,2
Kaena,1
Lennox,1
Sherri,1
Sachiko,2
Hinaea,2
Yuna,5
Gregorio,1
Kailea,10
Ashanti,1
Kirra,104
Shelly,3
Braeden,1
Dereck,23
Sumie,1
Spencer,1
Helene,1
Masaru,1
['Kapu'],1
Lucas,20
Lloyd,14
Masen,3
Chasity,1
"""[""""Lulua 'ina""""]""",1
Mitsue,1
Dalen,2
Jillian,1
Haley,1
Wilma,1
Cameron,2
Kawehi,1
Daniella,1
Jairus,1
Masue,1
Shannon,30
Bella,1
Louella,1
Norah,2
Cami,2
Taimane,1
Robert,3
Judith,1
Bryce,1
Theresa,4
Rhoda,1
Kamakana,1
Neal,1
Dayton,3
['Eleu'],186
Johnson,2
Trista,5
Isis,7
Leslie,1
Jodi,1
Eunice,25
