Name,freq
Tsuruyo,13
Tsuyako,4
Tsuyuko,43
Victoria,22
Yasuko,33
Mary,42
Helen,48
Dorothy,34
Margaret,30
Alice,27
Elizabeth,27
Yoshiko,45
Rose,24
Elsie,29
Mildred,23
Annie,13
Florence,42
Lillian,30
Nancy,9
Betty,33
Gladys,15
Agnes,20
Chiyoko,26
Ruth,38
Kiyoko,37
Ethel,5
Doris,41
Thelma,48
Beatrice,33
Edith,28
Hazel,4
Irene,40
Violet,15
Clara,34
Jane,11
Eleanor,37
Fumiko,4
Haruko,37
Josephine,47
Shizue,18
Ellen,28
Frances,18
Julia,7
Grace,13
Katherine,47
Misao,34
Yoshie,38
Edna,47
Esther,38
Hilda,45
Miyoko,5
Harriet,24
Mabel,36
Masako,40
Kikue,35
Evelyn,25
Lucy,31
Marie,42
Mitsuko,44
Shizuko,37
Anna,14
Bernice,47
Emma,40
Louise,3
Mitsue,48
Virginia,48
Vivian,1
Yukie,27
Emily,9
Lily,45
Minnie,20
Sarah,30
Victoria,25
Elaine,39
Eva,24
Flora,33
Janet,14
Madeline,39
Sadako,27
Caroline,16
Cecilia,11
Harue,32
Lydia,40
Pearl,38
Tsuruko,20
Barbara,47
Catherine,17
Hatsuko,2
Fusae,1
Kimie,44
Martha,48
Tomiko,11
Toshiko,13
Yukiko,26
Bessie,42
Gloria,21
Jean,47
Marian,48
May,25
Theresa,7
Yaeko,36
Yasuko,2
Amy,46
Chieko,20
Constance,38
Genevieve,38
Hatsue,24
Ida,36
Isabel,11
Jessie,39
Kimiko,45
Laura,24
Myrtle,7
Rachel,16
Shigeko,8
Sophie,24
Sueko,13
Yoshino,39
Chiyo,7
Fujie,4
Fumie,1
Kimiye,4
Maria,40
Marjorie,10
Masae,9
Matsuyo,13
Stella,34
Sumiko,45
Toshie,15
Adeline,32
Angeline,9
Asako,8
Asayo,11
Dora,25
Fujiko,23
Fumiyo,45
Hanako,16
Hannah,8
Haruyo,14
Hatsuyo,25
Henrietta,16
Hisae,8
Hisako,7
Isabelle,39
Kimiyo,16
Leatrice,25
Matsue,5
Mercedes,44
Muriel,17
Patricia,12
Rebecca,5
Ruby,9
Sally,47
Shigeno,27
Sumie,15
Tsuyako,47
Yuriko,37
Akiko,18
Anne,47
Asae,13
Ayako,33
Bertha,45
Carmen,22
Fannie,43
Fanny,42
Fusako,18
Gertrude,26
Hisayo,13
June,2
Kameko,44
Kay,24
Kiyono,23
Lorraine,48
Lucille,46
Masayo,3
Matilda,23
Midori,45
Natsue,24
Natsuko,17
Phyllis,30
Rosalie,27
Rosaline,45
Shizuyo,21
Teruyo,12
Tomoe,30
Toyoko,44
Tsurue,14
Mary,37
Helen,31
Margaret,9
Alice,23
Dorothy,23
Florence,3
Mildred,23
Elizabeth,21
Rose,38
Violet,40
Agnes,33
Ruth,44
Beatrice,14
Yoshiko,39
Doris,30
Gladys,10
Irene,18
Jane,2
Eleanor,36
Katherine,32
Ethel,9
Haruko,43
Thelma,29
Betty,41
Mitsuko,47
Frances,22
Shizue,5
Shizuko,20
Edna,18
Masako,36
Clara,20
Elsie,24
Nancy,31
Edith,42
Kiyoko,18
Lillian,45
Annie,35
Evelyn,26
Harriet,45
Julia,19
Bernice,4
Grace,1
Kimiko,10
Matsue,42
Hatsuko,32
Hazel,1
Lily,48
Mabel,48
Chiyoko,48
Fumiko,27
Ellen,19
Emily,6
Marion,28
Sadako,9
Vivian,30
Yoshie,36
Anna,23
Eva,22
Fusae,24
Josephine,39
Kikue,34
Lucy,25
Mitsue,2
Hatsue,30
Janet,28
Kimie,21
Nora,27
Sarah,8
Toshiko,45
Chieko,18
Marie,48
Misao,20
Rachel,17
Virginia,9
Esther,17
Hilda,47
Louise,48
Mae,24
Bessie,23
Emma,22
Flora,11
Harue,36
Hisako,25
Yaeko,20
Cecilia,32
Dora,38
Fujie,31
Hanako,12
Hannah,9
Laura,15
Miyoko,8
Sueko,48
Yukie,46
Yukiko,5
Ayako,41
Charlotte,21
Fusako,48
Ida,39
Jean,43
Lucille,18
Minnie,4
Muriel,37
Peggy,17
Sally,35
Victoria,33
Yasuko,14
Yuriko,21
Adeline,12
Amy,11
Betsy,44
Catherine,11
Daisy,43
Ella,23
Eunice,11
Hatsumi,13
Jennie,46
Marjorie,10
Matilda,1
Shigeko,3
Teruko,45
Tomiko,11
Toshie,47
Aiko,17
Barbara,12
Caroline,6
Dolores,20
Gertrude,33
Harumi,11
Hideko,41
Hisayo,41
Masae,13
May,43
Michiko,8
Mieko,3
Pauline,44
Rebecca,17
Rosalie,18
Stella,9
Winifred,42
Abbie,40
Adele,44
Cecelia,27
Constance,31
Elaine,29
Helene,20
Hisae,6
June,7
Lena,15
Martha,34
Miriam,2
Natsuko,35
Nellie,14
Norma,14
Patsy,21
Pearl,42
Rosaline,40
Roseline,12
Sumiko,11
Tsurue,40
Akie,29
Angeline,39
Anne,11
Asako,45
Fannie,15
Fumiye,39
Gloria,11
Hanae,21
Isabel,2
Jessie,11
Joan,24
Juliette,19
Kameko,7
Kazuko,15
Kimiyo,40
Kiyono,40
Lois,25
Lorraine,12
Maria,36
Masayo,1
Masue,3
Matsuko,13
Misue,34
Phyllis,7
Rosie,35
Sumie,6
Mary,47
Dorothy,21
Helen,38
Margaret,15
Alice,22
Florence,43
Violet,21
Elizabeth,12
Rose,25
Thelma,8
Mildred,18
Katherine,48
Eleanor,33
Beatrice,46
Elsie,41
Ruth,38
Mitsuko,30
Haruko,12
Betty,25
Frances,39
Edith,39
Irene,10
Masako,24
Yoshie,5
Agnes,15
Lillian,19
Toshiko,10
Yoshiko,4
Grace,34
Shizue,41
Doris,31
Ethel,24
Josephine,19
Lucy,32
Aiko,27
Emily,32
Fumiko,43
Kiyoko,36
Chiyoko,38
Nancy,7
Annie,35
Clara,34
Jane,3
Martha,22
Evelyn,9
Sarah,24
Gladys,9
Jean,38
Kikue,3
Shizuko,22
Janet,9
Mabel,23
Yasuko,19
Yukiko,2
Bernice,11
Harue,8
Julia,24
Louise,15
Virginia,22
Fumie,17
Harriet,48
Hazel,1
Laura,25
Misao,35
Mitsue,38
Sadako,47
Yaeko,24
Caroline,8
Chieko,8
Edna,20
Lily,10
Lydia,22
Matsue,43
Hannah,15
Hilda,20
Hiroko,24
Miyoko,31
Tomiko,11
Toyoko,25
Anna,2
Bessie,10
Elaine,2
Esther,33
Hatsue,27
Nora,41
Asako,28
Ayako,12
Barbara,37
Bertha,22
Catherine,43
Ellen,10
Eva,13
Flora,12
Hanako,7
Lorraine,34
Rachel,47
Sueko,4
Teruko,21
Theresa,20
Tsuruko,41
Vivian,25
Akiko,12
Alma,26
Gertrude,37
Hatsuko,5
Helene,40
Hisako,7
Hisayo,1
Ida,24
Kimiko,21
Marian,48
Marie,23
Sumiko,42
Toshie,25
Victoria,40
Carmen,13
Cecilia,13
Dora,23
Marjorie,7
Masae,38
Masayo,7
Matsuko,43
Michie,27
Michiko,19
Rebecca,37
Shigeko,1
Sumie,9
Tokie,4
Amy,24
Ann,5
Constance,46
Emma,45
Hisae,42
Isabel,46
Kazue,9
Kimie,8
Lucille,39
Mae,17
Maria,12
Marion,1
Peggy,23
Sally,3
Stella,39
Tsuyako,9
Angeline,44
Bella,20
Charlotte,23
Daisy,41
Eunice,28
Evangeline,33
Fusae,3
Fusako,2
Hideko,11
Jeanette,42
Juanita,39
Kikuyo,43
Minnie,23
Miriam,18
Nobuko,33
Pearl,14
Rita,26
Rosie,22
Sueno,46
Tomie,36
Adelaide,33
Adeline,10
Anita,15
Anne,44
Carol,47
Emiko,47
Fujie,46
Hatsuyo,12
Henrietta,39
Jennie,42
Juliette,32
Katsue,25
Katsuko,30
Kay,15
Kiyono,6
Leilani,33
Leonora,17
Maile,18
Mieko,35
Molly,48
Natsuko,11
Satsuki,14
Setsuko,23
Sue,21
Tokiko,6
Trinidad,34
Umeno,37
Yoneko,24
Yoshimi,21
Yoshino,21
Yuriko,40
Mary,28
Helen,17
Dorothy,32
Alice,21
Margaret,11
Mildred,10
Florence,21
Frances,7
Elizabeth,22
Betty,35
Nancy,38
Rose,47
Violet,6
Yoshiko,22
Beatrice,33
Ruth,17
Clara,2
Gladys,13
Irene,6
Shizue,12
Eleanor,12
Elsie,17
Doris,5
Fumiko,32
Lillian,47
Ethel,27
Annie,26
Kiyoko,42
Louise,41
Shizuko,33
Masako,10
Jane,12
Josephine,23
Virginia,13
Agnes,21
Katherine,24
Thelma,37
Edith,36
Grace,9
Mitsuko,45
Haruko,26
Sarah,17
Evelyn,23
Aiko,45
Chiyoko,10
Ellen,10
Emily,14
Hazel,8
Julia,22
Kikue,12
Lily,40
Martha,47
Sally,20
Yoshie,33
Emma,35
Kimie,45
Mabel,41
Mitsue,23
Yaeko,34
Fumie,25
Janet,5
Misao,10
Sumie,10
Toshiko,43
Bernice,33
Harue,15
Lucy,18
Marjorie,36
Sadako,16
Sumiko,28
Yuriko,39
Chieko,23
Harriet,36
Hatsue,36
Laura,23
Teruko,44
Victoria,24
Yukie,11
Asako,27
Edna,48
Hanako,3
Hisako,37
Jean,41
Jennie,45
Kazue,12
Marion,41
Miyoko,28
Nobuko,47
Vivian,18
Anna,35
Bessie,48
Catherine,45
Elaine,26
Eva,41
Fusako,33
Marie,3
Matilda,41
Matsue,36
Michie,8
Miriam,34
Pearl,30
Tsuruko,33
Blanche,20
Esther,9
Fujie,16
Hilda,14
Jessie,20
Pauline,16
Rachel,5
Winifred,26
Amy,3
Ayako,42
Genevieve,38
Hideko,43
Matsuko,39
Myrtle,33
Nora,48
Peggy,19
Tomie,28
Tomiko,1
Tomoe,44
Yukiko,27
Angeline,24
Asayo,32
Barbara,27
Caroline,32
Daisy,45
Dolores,42
Fusae,34
Gertrude,3
Hisae,26
Ida,16
Isabel,31
Kimiko,7
Marian,41
Masue,1
Natsuko,15
Patricia,36
Toshie,2
Toyoko,31
Tsuyuko,2
Adeline,11
Akiko,12
Eunice,37
Geraldine,29
Hannah,39
Harumi,34
Hatsuko,4
June,8
Kameko,6
Loretta,28
Lydia,46
Mae,29
May,34
Michiko,18
Roseline,20
Setsuko,16
Shirley,36
Sophie,32
Betsy,15
Charlotte,19
Christina,24
Dora,8
Flora,13
Fujiko,17
Gloria,10
Hattie,19
Henrietta,42
Joan,20
Kay,44
Kikuye,25
Lorraine,30
Lucille,3
Madeline,9
Maria,39
Masae,35
Masayo,16
Minnie,31
Misayo,18
Momoyo,7
Muriel,1
Nellie,45
Norma,15
Ruby,41
Shigeko,31
Sueko,7
Alyce,21
Ayame,36
Emiko,40
Maile,22
Midori,17
Mieko,2
Natalie,15
Sachiko,12
Sadie,2
Tsuyako,24
Yoneko,40
Mary,29
Margaret,33
Dorothy,8
Elizabeth,37
Florence,22
Helen,6
Alice,39
Violet,43
Gladys,18
Rose,8
Doris,33
Yoshiko,18
Mildred,24
Ruth,11
Betty,42
Mabel,45
Eleanor,7
Jane,44
Annie,4
Shizue,13
Elsie,12
Jean,27
Lillian,47
Nancy,45
Haruko,22
Mitsue,12
Beatrice,45
Ethel,1
Janet,33
Thelma,7
Grace,25
Irene,10
Masako,34
Agnes,7
Edith,39
Evelyn,1
Kiyoko,3
Ellen,29
Clara,17
Josephine,9
Harriet,31
Katherine,47
Barbara,11
Frances,27
Hatsue,37
Hazel,6
Esther,47
Fumiko,42
Marian,20
Virginia,2
Yoshie,46
Anna,42
Chiyoko,1
Julia,20
Lucy,2
Sadako,20
Mitsuko,20
Lydia,12
Marjorie,14
Bernice,16
Elaine,44
Hilda,3
Misao,10
Nobuko,4
Shizuko,29
Vivian,19
Yaeko,35
Constance,25
Dora,8
Eva,28
Sachiko,30
Carol,8
Caroline,18
Catherine,44
Edna,4
Stella,1
Toshie,29
Adeline,47
Emily,35
Emma,40
Fumie,8
Gertrude,4
Hanako,33
Harue,43
Marie,48
Miriam,15
Peggy,4
Yasuko,34
Flora,16
Hideko,4
Jeanette,46
Kimie,24
Lucille,44
Miyoko,29
Pearl,42
Shigeko,19
Toshiko,46
Victoria,26
Winifred,43
Ayako,2
Blanche,41
Charlotte,22
Chieko,14
Fusae,14
Jennie,46
Kikue,30
Laura,23
Lily,43
Lorraine,7
Masae,45
Matsue,21
Muriel,22
Rebecca,18
Theresa,31
Tsurue,11
Yuriko,4
Amy,29
Asako,48
Bertha,24
Daisy,9
Isabel,21
Juanita,48
Kimiko,34
Marion,10
Nora,13
Patricia,22
Rita,24
Ruby,5
Sally,47
Sarah,34
Sumiko,30
Tomiko,23
Tsuruko,39
Yukiko,48
Aiko,25
Akiko,7
Alma,36
Betsy,33
Cecelia,11
Dolores,27
Gloria,47
Hannah,29
Ida,2
Kimiyo,25
Leatrice,34
Loretta,2
Louise,40
Madeline,44
Michiko,23
Minnie,20
Mitsuyo,21
Patsy,3
Pauline,33
Rachel,33
Sueko,2
Sumie,10
Tokie,34
Tomie,34
Yukie,15
Angeline,46
Bessie,39
Christina,27
Fusako,1
Hatsuko,33
Hatsumi,17
Hattie,28
Hiroko,8
Hisako,12
Jeanne,24
Kazue,12
Lois,17
Marguerite,48
Mieko,39
Misae,3
Natsue,18
Tsugie,6
Ah,2
Angelina,19
Asayo,41
Bella,13
Cecilia,39
Eiko,23
Emiko,21
Geraldine,17
Henrietta,47
Isabella,13
Leilani,11
Matilda,12
Matsuko,31
Mercedes,14
Michie,47
Midori,38
Mitsuru,13
Natsuko,11
Nellie,38
Rachael,22
Roseline,41
Sachie,8
Sophie,16
Tamiko,33
Trinidad,27
Viola,27
Yoshino,43
Mary,12
Helen,15
Margaret,40
Dorothy,43
Beatrice,36
Alice,21
Elizabeth,20
Betty,21
Florence,41
Violet,26
Ruth,18
Rose,28
Mildred,10
Yoshiko,18
Lillian,40
Gladys,47
Nancy,15
Agnes,16
Edith,35
Irene,10
Jane,3
Thelma,11
Grace,39
Katherine,4
Shizue,7
Eleanor,38
Doris,18
Frances,9
Janet,8
Barbara,5
Clara,7
Annie,15
Ethel,13
Kiyoko,23
Elsie,27
Fumiko,27
Jean,18
Mabel,16
Haruko,25
Edna,8
Julia,31
Mitsue,34
Evelyn,2
Hazel,28
Mitsuko,27
Josephine,40
Marjorie,24
Kikue,26
Kimie,40
Yaeko,27
Aiko,46
Lily,26
Lucy,19
Marion,30
Shigeko,11
Virginia,40
Yuriko,30
Chiyoko,31
Flora,35
Yukie,13
Chieko,38
Kimiko,32
Louise,38
Masako,21
Shizuko,41
Sueko,17
Tomiko,17
Bernice,42
Ellen,42
Eva,25
Kazue,6
Matsue,33
Peggy,41
Sarah,7
Toshiko,7
Emily,28
Esther,1
Fusae,24
Hatsue,44
Lorraine,31
Marie,45
Yoshie,35
Betsy,40
Catherine,18
Hideko,37
Sally,40
Sumie,21
Winifred,13
Bessie,4
Caroline,7
Elaine,44
Harriet,22
Hilda,10
Hisae,5
Laura,44
Miyoko,42
Yukiko,40
Akiko,6
Ayako,26
Charlotte,27
Fusako,2
Gertrude,3
Hatsuko,24
Nora,34
Pauline,6
Shirley,38
Sumiko,18
Amy,16
Fumie,40
Harue,26
Jennie,39
June,39
Masae,8
Michiko,10
Minnie,40
Misao,32
Pearl,37
Roseline,33
Vivian,13
Alma,47
Carmen,12
Martha,37
Muriel,2
Nobuko,22
Tsuyuko,22
Anna,29
Bertha,3
Hanako,47
Hattie,16
Hisako,22
Kimiyo,28
Leilani,6
Lucille,7
Madeline,40
Maria,7
Sadako,29
Toshie,23
Tsuruko,29
Victoria,11
Constance,38
Daisy,43
Dolores,19
Dora,36
Emiko,17
Evangeline,11
Fujie,33
Fujiko,37
Geraldine,24
Hannah,23
Hatsuyo,8
Jeanette,1
Kameko,26
Lydia,38
Masayo,8
Matsuko,23
May,4
Mercedes,3
Michie,48
Miyako,35
Miyuki,14
Patricia,20
Patsy,44
Phyllis,25
Satsuki,18
Yasuko,33
Aileen,14
Cecilia,5
Chiyono,3
Emma,34
Fumiyo,31
Genevieve,40
Hanayo,15
Harumi,8
Ida,39
Isabel,9
Kikuye,43
Leatrice,14
Lois,22
Loretta,36
Midori,45
Olive,17
Ruby,44
Teruko,5
Tomie,19
Tsugie,6
Yachiyo,42
Angeline,18
Asako,43
Asayo,31
Audrey,20
Carol,15
Chizuko,31
Dominga,20
Emmaline,42
Henrietta,41
Hisayo,47
Jessie,41
Joyce,26
Juanita,15
Kaoru,41
Kinue,24
Marian,40
Mieko,14
Miriam,37
Misae,27
Nellie,41
Priscilla,12
Rachel,25
Rosaline,40
Tomoe,37
Toyoko,18
Mary,6
Dorothy,3
Helen,19
Alice,48
Margaret,33
Florence,17
Rose,9
Elizabeth,2
Betty,19
Lillian,18
Frances,2
Violet,16
Doris,23
Gladys,46
Eleanor,45
Mildred,44
Jane,13
Elsie,23
Josephine,26
Beatrice,7
Nancy,16
Ruth,15
Mitsue,47
Evelyn,47
Thelma,29
Agnes,19
Grace,7
Kiyoko,26
Mabel,37
Edith,11
Chiyoko,9
Annie,39
Fumiko,3
Jean,26
Katherine,25
Shizue,16
Ethel,47
Bernice,23
Harriet,43
Julia,6
Yoshiko,32
Hazel,27
Louise,40
Toshiko,47
Patsy,29
Irene,16
Kimiko,12
Lily,8
Yaeko,47
Clara,9
Shizuko,30
Barbara,15
Emily,12
Lucy,23
Yuriko,48
Alma,32
Charlotte,22
Fumie,30
Janet,2
Marie,14
Sumiko,44
Yoshie,13
Elaine,45
Ellen,21
Esther,24
Hatsue,4
Kikue,45
Marjorie,20
Sally,41
Winifred,10
Emiko,17
Lorraine,30
Masako,16
Sueko,12
Virginia,35
Vivian,12
Yukie,39
Amy,26
Angeline,33
Anna,3
Ayako,42
Betsy,19
Haruko,16
Peggy,23
Sarah,40
Aiko,38
Blanche,43
Catherine,39
Edna,5
Kimie,17
Leatrice,12
Maria,9
Mitsuko,39
Miyoko,44
Pearl,15
Tomiko,5
Dolores,24
Eloise,37
Fusae,24
Hanako,19
Hilda,42
Ruby,35
Yukiko,24
Adeline,48
Akiko,19
Asako,15
Daisy,31
Hatsuko,27
Hisako,45
June,30
Kazue,3
Loretta,30
Marion,44
Martha,15
Midori,28
Shigeko,44
Victoria,19
Chieko,15
Christina,43
Dora,8
Emma,39
Eva,40
Flora,47
Gertrude,31
Hideko,31
Laura,43
Masae,25
Matsue,7
Nora,16
Sadako,11
Teruko,29
Tomie,11
Bessie,27
Caroline,20
Cecilia,36
Fujie,26
Hannah,34
Harue,37
Isabel,15
Kimiyo,45
Lucille,48
Marian,34
Matsuko,6
Michiko,12
Minnie,2
Muriel,46
Nobuko,14
Rebecca,4
Sachiko,8
Shirley,40
Theresa,45
Bertha,33
Constance,30
Hiroko,21
Jeanette,32
Jennie,8
Mae,20
Matilda,11
May,30
Miriam,45
Misao,44
Nellie,18
Priscilla,13
Rachel,35
Roseline,30
Tsuruko,11
Yoneko,30
